tenantID,SLA_penalty
1,0.9000000000000005
2,0.9800000000000005
5,0.28800000000000014
6,0.29400000000000015
7,0.29400000000000015
8,0.30600000000000016
13,0.08700000000000006
14,0.08100000000000006
15,0.07300000000000005
16,0.07700000000000005
17,0.07900000000000006
18,0.07800000000000006
19,0.08000000000000006
20,0.08100000000000006
