tenantID,SLA_penalty
1,17.319999999999908
2,17.499999999999936
3,17.249999999999897
4,93.59999999999683
5,93.49999999999683
6,93.19999999999685
7,125.20000000000124
8,130.40000000000114
9,133.80000000000095
