tenantID,SLA_penalty
1,0.06
2,0.06
5,0.11400000000000003
6,0.078
7,0.036
8,0.11400000000000003
13,0.07900000000000006
14,0.08800000000000006
15,0.08500000000000006
16,0.07200000000000005
17,0.07900000000000006
18,0.08200000000000006
19,0.07700000000000005
20,0.08300000000000006
