tenantID,SLA_penalty
1,0.0
2,0.0
5,0.0
6,0.0
7,0.0
8,0.006
13,0.027000000000000017
14,0.028000000000000018
15,0.03200000000000002
16,0.023000000000000013
17,0.02900000000000002
18,0.02900000000000002
19,0.02900000000000002
20,0.023000000000000013
