tenantID,SLA_penalty
1,11.059999999999809
2,10.859999999999813
3,11.159999999999807
4,62.04999999999861
5,63.34999999999854
6,61.74999999999863
7,270.1999999999932
8,268.7999999999933
9,265.5999999999935
