tenantID,SLA_penalty
1,4.7599999999999865
2,4.59999999999999
4,0.25999999999999995
5,0.8220000000000006
6,0.7560000000000006
7,0.7140000000000005
8,0.8040000000000006
12,0.0
13,0.17000000000000012
15,0.003
17,0.1420000000000001
18,0.1520000000000001
19,0.1520000000000001
20,0.16300000000000012
21,0.1490000000000001
22,0.16900000000000012
